date,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_202,feature_203,feature_204,feature_205,feature_206,feature_207,feature_208,feature_209,feature_210,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_221,feature_222,feature_223,feature_224,feature_225,feature_226,feature_227,feature_228,feature_229,feature_230,feature_231,feature_232,feature_233,feature_234,feature_235,feature_236,feature_237,feature_238,feature_239,feature_240,feature_241,feature_242,feature_243,feature_244,feature_245,feature_246,feature_247,feature_248,feature_249,feature_250,feature_251,feature_252,feature_253,feature_254,feature_255,feature_256,feature_257,feature_258,feature_259,feature_260,feature_261,feature_262,feature_263,feature_264,feature_265,feature_266,feature_267,feature_268,feature_269,feature_270,feature_271,feature_272,feature_273,feature_274,feature_275,feature_276,feature_277,feature_278,feature_279,feature_280,feature_281,feature_282,feature_283,feature_284,feature_285,feature_286,feature_287,feature_288,feature_289,feature_290,feature_291,feature_292,feature_293,feature_294,feature_295,feature_296,feature_297,feature_298,feature_299,feature_300,feature_301,feature_302,feature_303,feature_304,feature_305,feature_306,feature_307,feature_308,feature_309,feature_310,feature_311,feature_312,feature_313,feature_314
2023-05-28,20.0,,1433.0,,,,162.0,6.0,162.0,,,,,,,,,,,,,,,,,,,,,,,375.0,36.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,285.0,199.0,9.0,,,,,,,,,,,,,,,,,,,,,12.0,4.0,1.0,,,46.0,72.0,7.0,,,,,2.0,,,18.0,,2.0,,4.0,3.0,,,13.0,17.0,5.0,,,41.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,3.0,,,11.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,20.1,,1433.0,,,,162.0,6.0,162.0,,,,,,,,,,,,,,,,,,,,,,,375.0,36.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,291.0,203.0,9.0,,,,,,,,,,,,,,,,,,,,,11.0,4.0,1.0,,,45.0,74.0,7.0,,,,,2.0,,,18.0,,2.0,,4.0,3.0,,,14.0,17.0,5.0,,,38.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,3.0,,,11.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,20.0,,1433.0,,,,162.0,6.0,162.0,,,,,,,,,,,,,,,,,,,,,,,375.0,36.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,298.0,208.0,10.0,,,,,,,,,,,,,,,,,,,,,11.0,3.0,1.0,,,45.0,71.0,7.0,,,,,2.0,,,18.0,,2.0,,4.0,3.0,,,13.0,17.0,5.0,,,39.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,3.0,,,11.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,20.0,,1433.0,,,,162.0,6.0,162.0,,,,,,,,,,,,,,,,,,,,,,,375.0,36.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,307.0,217.0,10.0,,,,,,,,,,,,,,,,,,,,,11.0,3.0,1.0,,,47.0,71.0,8.0,,,,,2.0,,,18.0,,2.0,,4.0,3.0,,,14.0,17.0,5.0,,,41.0,15.0,11.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,3.0,,,11.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,20.0,,1431.0,,,,161.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,375.0,36.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,318.0,224.0,10.0,,,,,,,,,,,,,,,,,,,,,11.0,3.0,1.0,,,48.0,70.0,8.0,,,,,2.0,,,18.0,,2.0,,4.0,3.0,,,15.0,17.0,5.0,,,39.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,4.0,6.0,3.0,,,11.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,20.0,,1431.0,,,,161.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,385.0,36.0,3.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,315.0,224.0,12.0,,,,,,,,,,,,,,,,,,,,,12.0,4.0,1.0,,,46.0,70.0,7.0,,,,1.0,2.0,,,16.0,,2.0,,4.0,3.0,,,15.0,17.0,5.0,,,39.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,5.0,7.0,4.0,,,12.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,20.0,,1431.0,,,,161.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,389.0,37.0,3.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,314.0,231.0,12.0,,,,,,,,,,,,,,,,,,,,,13.0,4.0,1.0,,,48.0,72.0,7.0,,,,1.0,2.0,,,17.0,,2.0,,4.0,3.0,,,17.0,17.0,5.0,,,40.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,5.0,7.0,4.0,,,12.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,5.0,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,20.0,,1431.0,,,,161.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,389.0,37.0,3.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,309.0,231.0,12.0,,,,,,,,,,,,,,,,,,,,,14.0,5.0,1.0,,,47.0,71.0,7.0,,,,1.0,2.0,,,17.0,,2.0,,3.0,3.0,,,16.0,17.0,5.0,,,40.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,7.0,3.0,,,10.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,20.0,,1431.0,,,,161.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,389.0,37.0,3.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,310.0,233.0,12.0,,,,,,,,,,,,,,,,,,,,,14.0,5.0,1.0,,,53.0,70.0,7.0,,,,1.0,2.0,,,17.0,,2.0,,3.0,3.0,,,16.0,17.0,4.0,,,39.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,,,9.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,20.0,,1431.0,,,,163.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,548.0,46.0,3.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,310.0,234.0,12.0,,,,,,,,,,,,,,,,,,,,,17.0,5.0,,,,55.0,72.0,8.0,,,,1.0,2.0,,,17.0,,2.0,,3.0,3.0,,,15.0,17.0,4.0,,,41.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,,,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,10.0,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-07,20.0,,1431.0,,,,163.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,581.0,46.0,3.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,316.0,247.0,13.0,,,,,,,,,,,,,,,,,,,,,17.0,5.0,,,,57.0,74.0,8.0,,,,1.0,2.0,,,18.0,,2.0,,3.0,3.0,,,16.0,17.0,2.0,,,41.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,,,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,2.0,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,20.0,,1427.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,325.0,257.0,13.0,,,,,,,,,,,,,,,,,,,,,18.0,6.0,,,,59.0,75.0,10.0,,,,1.0,2.0,,,18.0,,2.0,,3.0,3.0,,,16.0,17.0,2.0,,,41.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,,,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,17.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,20.0,,1427.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,334.0,258.0,13.0,,,,,,,,,,,,,,,,,,,,,20.0,6.0,,,,62.0,78.0,10.0,,,,1.0,3.0,,,19.0,1.0,2.0,,3.0,3.0,,,17.0,16.0,2.0,,,45.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,,,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,8.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,3.0,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,339.0,265.0,14.0,,,,,,,,,,,,,,,,,,,,,20.0,6.0,,,,63.0,81.0,11.0,,,,1.0,3.0,,,20.0,1.0,3.0,,3.0,3.0,,,17.0,15.0,2.0,,,48.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,,,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-11,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,341.0,264.0,16.0,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,66.0,82.0,11.0,,,,1.0,3.0,,,21.0,1.0,3.0,,3.0,2.0,,,17.0,17.0,2.0,,,48.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,,,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,3.0,3.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,341.0,263.0,16.0,,,,,,,,,,,,,,,,,,,,,19.0,6.0,,,,65.0,82.0,11.0,,,,1.0,4.0,,,19.0,1.0,3.0,,3.0,2.0,,,19.0,18.0,2.0,,,48.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,,,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,1.0,,,1.0,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,343.0,259.0,16.0,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,62.0,85.0,11.0,,,,1.0,4.0,,,17.0,2.0,3.0,,3.0,2.0,,,19.0,19.0,2.0,,,52.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,,,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-14,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,346.0,262.0,16.0,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,61.0,83.0,11.0,,,,2.0,4.0,,,17.0,2.0,3.0,,3.0,2.0,,,22.0,21.0,2.0,,,51.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,,,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,347.0,265.0,16.0,,,,,,,,,,,,,,,,,,,,,19.0,7.0,1.0,,,65.0,84.0,11.0,,,,2.0,4.0,,,18.0,2.0,3.0,,3.0,2.0,,,22.0,21.0,2.0,,,53.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,,,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,592.0,50.0,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,353.0,259.0,17.0,,,,,,,,,,,,,,,,,,,,,19.0,6.0,1.0,,,66.0,87.0,11.0,,,,2.0,4.0,,,19.0,2.0,3.0,,2.0,2.0,,,22.0,22.0,2.0,,,55.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,,,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,580.0,50.0,3.0,54.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,345.0,251.0,17.0,,,,,,,,,,,,,,,,,,,,,20.0,6.0,1.0,,,68.0,90.0,10.0,,,,2.0,4.0,,,17.0,2.0,2.0,,3.0,2.0,,,22.0,23.0,2.0,,,56.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,,,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,4.0,4.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,580.0,50.0,3.0,54.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,342.0,250.0,17.0,,,,,,,,,,,,,,,,,,,,,19.0,6.0,1.0,,,66.0,91.0,11.0,,,,2.0,5.0,,,17.0,2.0,2.0,,3.0,2.0,,,21.0,22.0,2.0,,,54.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,3.0,,,10.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19,20.12,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,580.0,50.0,3.0,54.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,347.0,242.0,16.0,,,,,,,,,,,,,,,,,,,,,18.0,7.0,1.0,,,66.0,84.0,12.0,,,,2.0,5.0,,,15.0,2.0,3.0,,2.0,3.0,,,21.0,22.0,2.0,,,50.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,3.0,,,9.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,20.11,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,635.0,63.0,3.0,58.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,352.0,237.0,16.0,,,,,,,,,,,,,,,,,,,,,18.0,7.0,1.0,,,68.0,84.0,12.0,,,,2.0,5.0,,,14.0,2.0,3.0,,1.0,3.0,,,21.0,21.0,2.0,,,53.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,,,10.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,20.1,,1426.0,,,,163.0,6.0,158.0,,,,,,,,,,,,,,,,,,,,,,,653.0,81.0,3.0,70.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,362.0,246.0,15.0,,,,,,,,,,,,,,,,,,,,,18.0,7.0,1.0,,,69.0,88.0,12.0,,,,2.0,6.0,,,14.0,2.0,3.0,,1.0,2.0,,,21.0,21.0,2.0,,,53.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,,,9.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,18.0,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,20.1,,1455.0,,,,163.0,6.0,159.0,,,,,,,,,,,,,,,,,,,,,,,669.0,81.0,3.0,70.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,364.0,251.0,17.0,,,,,,,,,,,,,,,,,,,,,18.0,6.0,1.0,,,73.0,90.0,12.0,,,,2.0,5.0,,,13.0,2.0,3.0,,1.0,1.0,,,21.0,21.0,2.0,,,52.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,,,10.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
